"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"354",12,"Jawhar Jordan",HOU,"RB105","8","4 out of 5 stars","-"
"355",12,"Ty Simpson",LAR,"QB39","11","3 out of 5 stars","+26"
"356",12,"Bryce Lance",NO,"WR126","8","3 out of 5 stars","-61"
"357",12,"John Metchie III",CAR,"WR127","5","2 out of 5 stars","-6"
"358",12,"DeMario Douglas",NE,"WR128","11","2 out of 5 stars","-12"
"359",12,"Carolina Panthers",CAR,"DST22","5","3 out of 5 stars","-"
"360",12,"Justin Fields",KC,"QB40","5","2 out of 5 stars","-83"
"361",12,"Michael Carter",TEN,"RB106","9","3 out of 5 stars","+28"
"362",12,"Treylon Burks",WAS,"WR129","7","2 out of 5 stars","-82"
"363",12,"Kendrick Bourne",ARI,"WR130","14","2 out of 5 stars","-67"
"364",12,"Nick Westbrook-Ikhine",IND,"WR131","13","4 out of 5 stars","-47"
"365",12,"Noah Fant",NO,"TE48","8","2 out of 5 stars","-"
"366",12,"Kalif Raymond",CHI,"WR132","10","3 out of 5 stars","-67"
"367",12,"Austin Ekeler",FA,"RB107","-","-","-125"
"368",12,"Raheim Sanders",CLE,"RB108","11","3 out of 5 stars","-"
"369",12,"Justin Joly",DEN,"TE49","10","4 out of 5 stars","-81"
"370",12,"Jaylin Lane",WAS,"WR133","7","2 out of 5 stars","-49"
"371",12,"Savion Williams",GB,"WR134","11","5 out of 5 stars","-80"
"372",12,"Zavion Thomas",CHI,"WR135","10","3 out of 5 stars","-104"
"373",12,"Anthony Richardson Sr.",IND,"QB41","13","4 out of 5 stars","-51"
"374",12,"KaVontae Turpin",DAL,"WR136","14","2 out of 5 stars","-72"
"375",12,"Eli Raridon",NE,"TE50","11","4 out of 5 stars","-91"
"376",12,"Tyler Bass",BUF,"K19","7","2 out of 5 stars","-"
"377",12,"Luke Musgrave",GB,"TE51","11","2 out of 5 stars","-"
"378",12,"Ben Sinnott",WAS,"TE52","7","1 out of 5 stars","-20"
"379",12,"Dallas Cowboys",DAL,"DST23","14","1 out of 5 stars","-"
"380",12,"Kevin Coleman Jr.",MIA,"WR137","6","3 out of 5 stars","-44"
"381",13,"Tommy Tremble",CAR,"TE53","5","2 out of 5 stars","-25"
"382",13,"Phil Mafah",DAL,"RB109","14","4 out of 5 stars","-18"
"383",13,"Tutu Atwell",MIA,"WR138","6","3 out of 5 stars","-105"
"384",13,"Zane Gonzalez",MIA,"K20","6","2 out of 5 stars","-"
"385",13,"Jake Elliott",PHI,"K21","10","5 out of 5 stars","-"
"386",13,"Deion Burks",IND,"WR139","13","4 out of 5 stars","-25"
"387",13,"Jordan Whittington",LAR,"WR140","11","1 out of 5 stars","-47"
"388",13,"Daniel Bellinger",TEN,"TE54","9","3 out of 5 stars","-38"
"389",13,"Dameon Pierce",PHI,"RB110","10","4 out of 5 stars","-"
"390",13,"Elijah Higgins",ARI,"TE55","14","2 out of 5 stars","-"
"391",13,"Greg Dortch",DET,"WR141","6","4 out of 5 stars","-16"
"392",13,"Mitchell Evans",CAR,"TE56","5","2 out of 5 stars","-55"
"393",13,"Zach Ertz",FA,"TE57","-","-","-"
"394",13,"Darren Waller",FA,"TE58","-","-","-28"
"395",13,"Roschon Johnson",CHI,"RB111","10","2 out of 5 stars","0"
"396",13,"Cyrus Allen",KC,"WR142","5","2 out of 5 stars","-96"
"397",13,"Tyler Lockett",LV,"WR143","13","2 out of 5 stars","-"
"398",13,"Kyle Juszczyk",SF,"RB112","8","2 out of 5 stars","-"
"399",13,"John Bates",WAS,"TE59","7","1 out of 5 stars","-"
"400",13,"Dyami Brown",WAS,"WR144","7","2 out of 5 stars","-57"
"401",13,"Cincinnati Bengals",CIN,"DST24","6","4 out of 5 stars","-"
"402",13,"Terrell Jennings",NE,"RB113","11","2 out of 5 stars","-"
"403",13,"Tommy Myers",FA,"TE60","-","-","-"
"404",13,"New York Giants",NYG,"DST25","8","1 out of 5 stars","-"
"405",13,"Rasheen Ali",BAL,"RB114","13","3 out of 5 stars","-36"
"406",13,"Jonnu Smith",FA,"TE61","-","-","-"
"407",13,"Antonio Gibson",FA,"RB115","-","-","-"
"408",13,"CJ Daniels",LAR,"WR145","11","1 out of 5 stars","-60"
"409",13,"Josh Oliver",MIN,"TE62","6","4 out of 5 stars","-94"
"410",13,"Erick All Jr.",CIN,"TE63","6","3 out of 5 stars","-131"
"411",13,"Damien Martinez",GB,"RB116","11","4 out of 5 stars","-"
"412",13,"Jam Miller",NE,"RB117","11","2 out of 5 stars","-"
"413",13,"Devontez Walker",BAL,"WR146","13","4 out of 5 stars","-140"
"414",13,"Marcus Mariota",WAS,"QB42","7","2 out of 5 stars","-32"
"415",13,"Odell Beckham Jr.",NYG,"WR147","8","4 out of 5 stars","-129"
"416",13,"Austin Hooper",ATL,"TE64","11","3 out of 5 stars","-"
"417",13,"Marlin Klein",HOU,"TE65","8","4 out of 5 stars","-"
"418",13,"Tampa Bay Buccaneers",TB,"DST26","10","4 out of 5 stars","-"
"419",13,"Adam Trautman",DEN,"TE66","10","4 out of 5 stars","-43"
"420",13,"Brock Wright",DET,"TE67","6","3 out of 5 stars","-"
"421",13,"Jahdae Walker",CHI,"WR148","10","3 out of 5 stars","-43"
"422",13,"Luke Schoonmaker",DAL,"TE68","14","2 out of 5 stars","-"
"423",13,"Miles Sanders",FA,"RB118","-","-","-"
"424",13,"Jeremy McNichols",WAS,"RB119","7","4 out of 5 stars","-"
"425",13,"Trey Smack",GB,"K22","11","4 out of 5 stars","-"
"426",13,"Sterling Shepard",FA,"WR149","-","-","-"
"427",13,"Joe Flacco",CIN,"QB43","6","3 out of 5 stars","-92"
"428",13,"Mitch Tinsley",CIN,"WR150","6","4 out of 5 stars","-"
"429",13,"Nate Boerkircher",JAC,"TE69","7","3 out of 5 stars","-52"
"430",13,"DeAndre Hopkins",BAL,"WR151","13","4 out of 5 stars","-"
"431",13,"Jameis Winston",NYG,"QB44","8","4 out of 5 stars","-90"
"432",13,"Tennessee Titans",TEN,"DST27","9","2 out of 5 stars","-"
"433",13,"Demarcus Robinson",SF,"WR152","8","2 out of 5 stars","-80"
"434",13,"Colbie Young",CIN,"WR153","6","4 out of 5 stars","-120"
"435",13,"Raheem Mostert",LV,"RB120","13","2 out of 5 stars","-"
"436",13,"Sione Vaki",DET,"RB121","6","5 out of 5 stars","-"
"437",13,"Spencer Shrader",IND,"K23","13","4 out of 5 stars","-"
"438",13,"Khalil Herbert",FA,"RB122","-","-","-"
"439",13,"Miami Dolphins",MIA,"DST28","6","3 out of 5 stars","-"
"440",13,"Tanner Hudson",CIN,"TE70","6","3 out of 5 stars","-"
"441",13,"Jackson Hawes",BUF,"TE71","7","3 out of 5 stars","-"
"442",13,"Ty Chandler",NO,"RB123","8","3 out of 5 stars","-"
"443",13,"Dylan Laube",LV,"RB124","13","2 out of 5 stars","-"
"444",13,"Ashton Dulin",IND,"WR154","13","4 out of 5 stars","-125"
"445",13,"Kevin Austin Jr.",NO,"WR155","8","3 out of 5 stars","-"
"446",13,"Elijah Moore",PHI,"WR156","10","4 out of 5 stars","-"
"447",13,"Alexander Mattison",FA,"RB125","-","-","-"
"448",13,"Roman Wilson",PIT,"WR157","9","3 out of 5 stars","-123"
"449",13,"Sam Roush",CHI,"TE72","10","2 out of 5 stars","-78"
"450",13,"Diontae Johnson",FA,"WR158","-","-","-"
"451",13,"Joe Milton III",DAL,"QB45","14","2 out of 5 stars","-88"
"452",13,"Brandin Cooks",FA,"WR159","-","-","-"
"453",13,"Jaret Patterson",LAC,"RB126","7","3 out of 5 stars","-"
"454",13,"Brittain Brown",CHI,"RB127","10","2 out of 5 stars","-"
"455",13,"Jordan Waters",LAR,"RB128","11","5 out of 5 stars","-"
"456",13,"Matt Hibner",BAL,"TE73","13","4 out of 5 stars","-83"
"457",13,"Cam Akers",FA,"RB129","-","-","-"
"458",13,"Graig Cooper",FA,"RB130","-","-","-"
"459",14,"Robert Henry Jr.",WAS,"RB131","7","4 out of 5 stars","-"
"460",14,"Jaydn Ott",KC,"RB132","5","3 out of 5 stars","-"
"461",14,"Elijah Mitchell",PHI,"RB133","10","4 out of 5 stars","-"
"462",14,"Frank Gore Jr.",BUF,"RB134","7","2 out of 5 stars","-"
"463",14,"Van Jefferson",WAS,"WR160","7","2 out of 5 stars","-"
"464",14,"Myles Montgomery",NE,"RB135","11","2 out of 5 stars","-"
"465",14,"Xavier Smith",LAR,"WR161","11","1 out of 5 stars","-"
"466",14,"Zavier Scott",MIN,"RB136","6","4 out of 5 stars","-79"
"467",14,"Zay Jones",FA,"WR162","-","-","-"
"468",14,"Ameer Abdullah",JAC,"RB137","7","4 out of 5 stars","-"
"469",14,"Hunter Luepke",DAL,"RB138","14","4 out of 5 stars","-"
"470",14,"Tyler Goodson",ATL,"RB139","11","2 out of 5 stars","-"
"471",14,"Josh Reynolds",FA,"WR163","-","-","-"
"472",14,"Jacardia Wright",SEA,"RB140","11","4 out of 5 stars","-"
"473",14,"AJ Dillon",CAR,"RB141","5","1 out of 5 stars","-"
"474",14,"Drew Sample",CIN,"TE74","6","3 out of 5 stars","-117"
"475",14,"Malik Benson",LV,"WR164","13","2 out of 5 stars","-155"
"476",14,"Clyde Edwards-Helaire",FA,"RB142","-","-","-"
"477",14,"Ronnie Rivers",LAR,"RB143","11","5 out of 5 stars","-"
"478",14,"Charlie Kolar",LAC,"TE75","7","4 out of 5 stars","-209"
"479",14,"Blake Grupe",IND,"K24","13","4 out of 5 stars","-"
"480",14,"Jake Moody",WAS,"K25","7","5 out of 5 stars","-"
"481",14,"Donovan Edwards",MIA,"RB144","6","3 out of 5 stars","-"
"482",14,"Michael Burton",CLE,"RB145","11","3 out of 5 stars","-"
"483",14,"Kalel Mullings",TEN,"RB146","9","3 out of 5 stars","-"
"484",14,"Washington Commanders",WAS,"DST29","7","2 out of 5 stars","-"
"485",14,"Taysom Hill",FA,"TE76","-","-","-"
"486",14,"Hunter Renfrow",FA,"WR165","-","-","-"
"487",14,"Mo Alie-Cox",IND,"TE77","13","3 out of 5 stars","-"
"488",14,"Albert Okwuegbunam Jr.",LV,"TE78","13","3 out of 5 stars","-"
"489",14,"Bo Melton",GB,"WR166","11","5 out of 5 stars","-"
"490",14,"Myles Gaskin",FA,"RB147","-","-","-"
"491",14,"Tai Felton",MIN,"WR167","6","5 out of 5 stars","-183"
"492",14,"Zamir White",LV,"RB148","13","2 out of 5 stars","-"
"493",14,"Tim Patrick",NYJ,"WR168","13","4 out of 5 stars","-"
"494",14,"Joey Slye",TEN,"K26","9","4 out of 5 stars","-"
"495",14,"Jermaine Burton",FA,"WR169","-","-","-"
"496",14,"Nate Adkins",DEN,"TE79","10","4 out of 5 stars","-"
"497",14,"Mecole Hardman Jr.",BUF,"WR170","7","4 out of 5 stars","-"
"498",14,"Durham Smythe",BAL,"TE80","13","4 out of 5 stars","-"
"499",14,"Will Dissly",FA,"TE81","-","-","-"
"500",14,"Ronnie Bell",NO,"WR171","8","3 out of 5 stars","-"
"501",14,"Cade Klubnik",NYJ,"QB46","13","4 out of 5 stars","-185"
"502",14,"Russell Gage Jr.",FA,"WR172","-","-","-"
"503",14,"Will Mallory",IND,"TE82","13","3 out of 5 stars","-"
"504",14,"Trey Sermon",FA,"RB149","-","-","-"
"505",14,"Ja'Lynn Polk",NO,"WR173","8","3 out of 5 stars","-"
"506",14,"Salvon Ahmed",CHI,"RB150","10","2 out of 5 stars","-"
"507",14,"Lew Nichols III",PIT,"RB151","9","2 out of 5 stars","-"
"508",14,"Deon Jackson",FA,"RB152","-","-","-"
"509",14,"Moliki Matavao",NO,"TE83","8","2 out of 5 stars","-"
"510",14,"Tyler Conklin",DET,"TE84","6","3 out of 5 stars","-145"
"511",14,"Jordan Akins",FA,"TE85","-","-","-"
"512",14,"Julian Hill",NE,"TE86","11","4 out of 5 stars","-184"
"513",14,"Quinn Ewers",MIA,"QB47","6","3 out of 5 stars","-151"
"514",14,"Xavier Restrepo",TEN,"WR174","9","3 out of 5 stars","-"
"515",14,"Jakobie Keeney-James",FA,"WR175","-","-","-"
"516",14,"Will Kacmarek",MIA,"TE87","6","5 out of 5 stars","-"
"517",14,"Dante Miller",NYG,"RB153","8","4 out of 5 stars","-"
"518",14,"Kenny McIntosh",SEA,"RB154","11","4 out of 5 stars","-"
"519",14,"Elijah Dotson",FA,"RB155","-","-","-"
"520",14,"Montorie Foster Jr.",SEA,"WR176","11","3 out of 5 stars","-"
"521",14,"Jermar Jefferson",FA,"RB156","-","-","-"
"522",14,"Riley Nowakowski",PIT,"TE88","9","2 out of 5 stars","-"
"523",14,"Devonte Boyd",FA,"WR177","-","-","-"
"524",14,"Avery Williams",FA,"RB157","-","-","-"
"525",14,"Michael Woods II",FA,"WR178","-","-","-"
"526",14,"Sincere McCormick",SF,"RB158","8","2 out of 5 stars","-"
"527",14,"Xavier Weaver",ARI,"WR179","14","2 out of 5 stars","-"
"528",14,"Michael Briscoe",MIN,"WR180","6","5 out of 5 stars","-"
"529",14,"Jabari Small",DET,"RB159","6","5 out of 5 stars","-"
"530",14,"Nathan Carter",ATL,"RB160","11","2 out of 5 stars","-"
"531",14,"Kaden Wetjen",PIT,"WR181","9","3 out of 5 stars","-"
"532",14,"Quez Watkins",PHI,"WR182","10","4 out of 5 stars","-"
"533",14,"Seydou Traore",MIA,"TE89","6","5 out of 5 stars","-"
"534",14,"Isaiah Hodgins",NYG,"WR183","8","4 out of 5 stars","-"
"535",14,"Anthony McFarland Jr.",FA,"RB161","-","-","-"
"536",14,"Miles Davis",CAR,"RB162","5","1 out of 5 stars","-"
"537",14,"Max Bredeson",MIN,"RB163","6","4 out of 5 stars","-"
"538",14,"Chip Trayanum",NYJ,"RB164","13","3 out of 5 stars","-"
"539",14,"Jacob Saylors",DET,"RB165","6","5 out of 5 stars","-"
"540",14,"Ray-Ray McCloud III",FA,"WR184","-","-","-"
"541",14,"Desmond Reid",FA,"RB166","-","-","-"
"542",14,"Jonathan Williams",FA,"RB167","-","-","-"
"543",14,"Evan Hull",HOU,"RB168","8","4 out of 5 stars","-"
"544",14,"Myles Price",MIN,"WR185","6","5 out of 5 stars","-"
"545",14,"Montrell Johnson Jr.",FA,"RB169","-","-","-"
"546",14,"Nick Bawden",FA,"RB170","-","-","-"
"547",14,"Kendric Pryor",CIN,"WR186","6","4 out of 5 stars","-"
"548",14,"Kye Robichaux",DET,"RB171","6","5 out of 5 stars","-"
"549",14,"Jack Endries",CIN,"TE90","6","3 out of 5 stars","-181"
"550",14,"Omarius Hines",FA,"WR187","-","-","-"
"551",14,"Miles Kitselman",DET,"TE91","6","3 out of 5 stars","-"
"552",14,"Dean Connors",LAR,"RB172","11","5 out of 5 stars","-"
"553",14,"Skyy Moore",GB,"WR188","11","5 out of 5 stars","-"
"554",14,"Alec Ingold",LAC,"RB173","7","3 out of 5 stars","-"
"555",14,"Carsen Ryan",CLE,"TE92","11","3 out of 5 stars","-"
"556",14,"Wendell Smallwood",FA,"RB174","-","-","-"
"557",14,"Royce Freeman",FA,"RB175","-","-","-"
"558",14,"Michael Bandy",DEN,"WR189","10","2 out of 5 stars","-"
"559",14,"Joe Royer",CLE,"TE93","11","3 out of 5 stars","-"
"560",14,"Roman Hemby",LV,"RB176","13","2 out of 5 stars","-"
"561",14,"Jalen Brooks",ARI,"WR190","14","2 out of 5 stars","-234"
"562",14,"Tanner Koziol",JAC,"TE94","7","3 out of 5 stars","-208"
"563",14,"David Moore",CAR,"WR191","5","2 out of 5 stars","-"
"564",14,"Khalil Dinkins",SF,"TE95","8","3 out of 5 stars","-"
"565",14,"Cash Jones",ATL,"RB177","11","2 out of 5 stars","-"
"566",14,"Craig Reynolds",FA,"RB178","-","-","-"
"567",14,"Michael Wortham",JAC,"WR192","7","4 out of 5 stars","-"
"568",15,"Gus Edwards",FA,"RB179","-","-","-"
"569",15,"Dontae McMillan",BAL,"RB180","13","3 out of 5 stars","-"
"570",15,"Nick Folk",ATL,"K27","11","0 out of 5 stars","-"
"571",15,"Chad Ryland",ARI,"K28","14","2 out of 5 stars","-"
"572",15,"Jordan Mims",FA,"RB181","-","-","-"
"573",15,"Michael Trigg",DAL,"TE96","14","2 out of 5 stars","-"
"574",15,"Ja'Quinden Jackson",FA,"RB182","-","-","-"
"575",15,"Josh Cuevas",BAL,"TE97","13","4 out of 5 stars","-"
"576",15,"Theo Wease Jr.",MIA,"WR193","6","3 out of 5 stars","-209"
"577",15,"Patrick Ricard",NYG,"RB183","8","4 out of 5 stars","-"
"578",15,"Logan Thomas",FA,"TE98","-","-","-"
"579",15,"Adam Prentice",DEN,"RB184","10","2 out of 5 stars","-"
"580",15,"Kendall Milton",CIN,"RB185","6","2 out of 5 stars","-"
"581",15,"Brandon McManus",FA,"K29","-","-","-"
"582",15,"Jase McClellan",FA,"RB186","-","-","-"
"583",15,"Ben Sauls",NYG,"K30","8","2 out of 5 stars","-"
"584",15,"Jaheim Bell",PIT,"TE99","9","2 out of 5 stars","-"
"585",15,"Darrynton Evans",FA,"RB187","-","-","-"
"586",15,"Dominic Lovett",DET,"WR194","6","4 out of 5 stars","-"
"587",15,"Jordan Watkins",SF,"WR195","8","2 out of 5 stars","-"
"588",15,"Lewis Bond",HOU,"WR196","8","3 out of 5 stars","-"
"589",15,"Luke Farrell",SF,"TE100","8","3 out of 5 stars","-"
"590",15,"Pierre Strong Jr.",GB,"RB188","11","4 out of 5 stars","-"
"591",15,"Anthony Smith",DAL,"WR197","14","2 out of 5 stars","-"
"592",15,"Emmanuel Henderson Jr.",SEA,"WR198","11","3 out of 5 stars","-"
"593",15,"Ricky White III",SEA,"WR199","11","3 out of 5 stars","-"
"594",15,"Kaden Prather",FA,"WR200","-","-","-"
"595",15,"Derius Davis",LAC,"WR201","7","2 out of 5 stars","-"
"596",15,"Trayveon Williams",FA,"RB189","-","-","-"
"597",15,"Tyler Johnson",DAL,"WR202","14","2 out of 5 stars","-"
"598",15,"Bauer Sharp",TB,"TE101","10","2 out of 5 stars","-"
"599",15,"Charlie Woerner",ATL,"TE102","11","3 out of 5 stars","-"
"600",15,"Julius Chestnut",TEN,"RB190","9","3 out of 5 stars","-"
"601",15,"DeeJay Dallas",JAC,"RB191","7","4 out of 5 stars","-"
"602",15,"Dale Moss",FA,"WR203","-","-","-"
"603",15,"Andrew Beck",NYJ,"TE103","13","4 out of 5 stars","-"
"604",15,"CJ Williams",JAC,"WR204","7","4 out of 5 stars","-"
"605",15,"Blake Watson",FA,"RB192","-","-","-"
"606",15,"Carlos Washington Jr.",MIA,"RB193","6","3 out of 5 stars","-"
"607",15,"Carson Steele",PHI,"RB194","10","4 out of 5 stars","-"
"608",15,"Chase Edmonds",WAS,"RB195","7","4 out of 5 stars","-"
"609",15,"Chris Evans",FA,"RB196","-","-","-"
"610",15,"Tyler Badie",DEN,"RB197","10","2 out of 5 stars","-"
"611",15,"D'Ernest Johnson",FA,"RB198","-","-","-"
"612",15,"Malik Taylor",FA,"WR205","-","-","-"
"613",15,"D'Onta Foreman",FA,"RB199","-","-","-"
"614",15,"Kameron Johnson",TB,"WR206","10","4 out of 5 stars","-"
"615",15,"Dare Ogunbowale",FA,"RB200","-","-","-"
"616",15,"Deuce Vaughn",FA,"RB201","-","-","-"
"617",15,"Dillon Johnson",FA,"RB202","-","-","-"
"618",15,"Dontrell Hilliard",FA,"RB203","-","-","-"
"619",15,"Eric Gray",NYG,"RB204","8","4 out of 5 stars","-"
"620",15,"JuJu Smith-Schuster",NYG,"WR207","8","4 out of 5 stars","-265"
"621",15,"Hassan Haskins",LAC,"RB205","7","3 out of 5 stars","-"
"622",15,"Israel Abanikanda",DAL,"RB206","14","4 out of 5 stars","-"
"623",15,"JaMycal Hasty",FA,"RB207","-","-","-"
"624",15,"Jashaun Corbin",FA,"RB208","-","-","-"
"625",15,"Bisi Johnson",FA,"WR208","-","-","-"
"626",15,"Jeff Wilson Jr.",FA,"RB209","-","-","-"
"627",15,"Jonathan Ward",FA,"RB210","-","-","-"
"628",15,"Kevin Harris",FA,"RB211","-","-","-"
"629",15,"Gage Larvadain",CLE,"WR209","11","3 out of 5 stars","-"
"630",15,"Ross Dwelley",FA,"TE104","-","-","-"
"631",15,"Kendrick Law",DET,"WR210","6","4 out of 5 stars","-"
"632",15,"Raheem Blackshear",FA,"RB212","-","-","-"
"633",15,"Tanner Conner",NYG,"TE105","8","3 out of 5 stars","-"
"634",15,"Johnny Mundt",PHI,"TE106","10","4 out of 5 stars","-"
"635",15,"Drew Ogletree",IND,"TE107","13","3 out of 5 stars","-"
"636",15,"Cade Stover",HOU,"TE108","8","4 out of 5 stars","-"
"637",15,"Jimmy Horn Jr.",CAR,"WR211","5","2 out of 5 stars","-277"
"638",15,"Josiah Deguara",FA,"TE109","-","-","-"
"639",15,"Ryan Griffin",FA,"TE110","-","-","-"
"640",15,"Reggie Gilliam",NE,"RB213","11","2 out of 5 stars","-"
"641",15,"Pharaoh Brown",FA,"TE111","-","-","-"
"642",15,"Reggie Virgil",ARI,"WR212","14","2 out of 5 stars","-"
"643",15,"Lil'Jordan Humphrey",DEN,"WR213","10","2 out of 5 stars","-"
"644",15,"Tip Reiman",ARI,"TE112","14","2 out of 5 stars","-"
"645",15,"Connor Heyward",LV,"TE113","13","3 out of 5 stars","-"
"646",15,"Gavin Bartholomew",MIN,"TE114","6","4 out of 5 stars","-"
"647",15,"Anthony Firkser",WAS,"TE115","7","1 out of 5 stars","-"
"648",15,"Jack Stoll",CLE,"TE116","11","3 out of 5 stars","-"
"649",15,"Ben Sims",MIA,"TE117","6","5 out of 5 stars","-"
"650",15,"Brevyn Spann-Ford",DAL,"TE118","14","2 out of 5 stars","-"
"651",15,"Jared Wiley",KC,"TE119","5","4 out of 5 stars","-"
"652",15,"Braxton Berrios",NYG,"WR214","8","4 out of 5 stars","-"
"653",15,"Tucker Fisk",FA,"TE120","-","-","-"
"654",15,"Casey Washington",FA,"WR215","-","-","-"
"655",15,"Ian Thomas",LV,"TE121","13","3 out of 5 stars","-"
"656",15,"Jeremy Ruckert",NYJ,"TE122","13","4 out of 5 stars","-"
"657",15,"Josh Whyle",GB,"TE123","11","2 out of 5 stars","-"
"658",15,"Foster Moreau",HOU,"TE124","8","4 out of 5 stars","-"
"659",15,"Cedrick Wilson Jr.",DET,"WR216","6","4 out of 5 stars","-"
"660",15,"Geoff Swaim",FA,"TE125","-","-","-"
"661",15,"Harrison Bryant",SEA,"TE126","11","3 out of 5 stars","-"
"662",15,"Hunter Long",JAC,"TE127","7","3 out of 5 stars","-"
"663",16,"James Mitchell",CAR,"TE128","5","2 out of 5 stars","-"
"664",16,"Tyrion Davis-Price",FA,"RB214","-","-","-"
"665",16,"Lucas Krull",DEN,"TE129","10","4 out of 5 stars","-"
"666",16,"Stone Smartt",PHI,"TE130","10","4 out of 5 stars","-"
"667",16,"Brayden Willis",SF,"TE131","8","3 out of 5 stars","-"
"668",16,"Chris Manhertz",NYG,"TE132","8","3 out of 5 stars","-"
"669",16,"Cole Turner",MIA,"TE133","6","5 out of 5 stars","-"
"670",16,"Devin Culp",TB,"TE134","10","2 out of 5 stars","-"
"671",16,"Eric Saubert",SEA,"TE135","11","3 out of 5 stars","-"
"672",16,"Jesper Horsted",FA,"TE136","-","-","-"
"673",16,"Velus Jones Jr.",SEA,"WR217","11","3 out of 5 stars","-"
"674",16,"Michael Jacobson",FA,"TE137","-","-","-"
"675",16,"Noah Brown",FA,"WR218","-","-","-"
"676",16,"Payne Durham",TB,"TE138","10","2 out of 5 stars","-"
"677",16,"Teagan Quitoriano",ARI,"TE139","14","2 out of 5 stars","-"
"678",16,"Quintin Morris",JAC,"TE140","7","3 out of 5 stars","-"
"679",16,"Blake Whiteheart",CLE,"TE141","11","3 out of 5 stars","-"
"680",16,"Brevin Jordan",HOU,"TE142","8","4 out of 5 stars","-"
"681",16,"Brycen Hopkins",FA,"TE143","-","-","-"
"682",16,"CJ Dippre",NE,"TE144","11","4 out of 5 stars","-"
"683",16,"Curtis Hodges",FA,"TE145","-","-","-"
"684",16,"Davis Allen",LAR,"TE146","11","4 out of 5 stars","-"
"685",16,"Anthony Gould",IND,"WR219","13","4 out of 5 stars","-"
"686",16,"Gerald Everett",FA,"TE147","-","-","-"
"687",16,"Grant Calcaterra",PHI,"TE148","10","4 out of 5 stars","-"
"688",16,"John Hurst",FA,"WR220","-","-","-"
"689",16,"Jake Briningstool",KC,"TE149","5","4 out of 5 stars","-"
"690",16,"Jelani Woods",NYJ,"TE150","13","4 out of 5 stars","-"
"691",16,"Kenny Yeboah",ARI,"TE151","14","2 out of 5 stars","-"
"692",16,"Ko Kieft",TB,"TE152","10","2 out of 5 stars","-"
"693",16,"Marquez Valdes-Scantling",DAL,"WR221","14","2 out of 5 stars","-"
"694",16,"Kylen Granson",TEN,"TE153","9","3 out of 5 stars","-"
"695",16,"Luke Lachey",GB,"TE154","11","2 out of 5 stars","-"
"696",16,"Mitchell Wilcox",FA,"TE155","-","-","-"
"697",16,"Nick Boyle",FA,"TE156","-","-","-"
"698",16,"Nick Vannett",LAR,"TE157","11","4 out of 5 stars","-"
"699",16,"Noah Togiai",FA,"TE158","-","-","-"
"700",16,"Peyton Hendershot",FA,"TE159","-","-","-"
"701",16,"Sean McKeon",IND,"TE160","13","3 out of 5 stars","-"
"702",16,"Tyler Davis",FA,"WR222","-","-","-"
"703",16,"Zach Gentry",FA,"TE161","-","-","-"
"704",16,"Gabe Davis",FA,"WR223","-","-","-"
"705",16,"Jonathan Mingo",DAL,"WR224","14","2 out of 5 stars","-"
"706",16,"Nelson Agholor",FA,"WR225","-","-","-"
"707",16,"Brycen Tremayne",CAR,"WR226","5","2 out of 5 stars","-"
"708",16,"DeAndre Carter",FA,"WR227","-","-","-"
"709",16,"Tyrell Shavers",BUF,"WR228","7","4 out of 5 stars","-"
"710",16,"Jake Bobo",SEA,"WR229","11","3 out of 5 stars","-320"
"711",16,"Tahj Washington",MIA,"WR230","6","3 out of 5 stars","-"
"712",16,"Bub Means",NO,"WR231","8","3 out of 5 stars","-"
"713",16,"Mason Tipton",NO,"WR232","8","3 out of 5 stars","-"
"714",16,"Barion Brown",NO,"WR233","8","3 out of 5 stars","-376"
"715",16,"Josh Cameron",JAC,"WR234","7","4 out of 5 stars","-"
"716",16,"KeAndre Lambert-Smith",LAC,"WR235","7","2 out of 5 stars","-346"
"717",16,"Stephen Campbell",FA,"RB215","-","-","-"
"718",16,"Marquez Callaway",FA,"WR236","-","-","-"
"719",16,"Samori Toure",PHI,"WR237","10","4 out of 5 stars","-"
"720",16,"Scotty Miller",CHI,"WR238","10","3 out of 5 stars","-"
"721",16,"Trenton Irwin",FA,"WR239","-","-","-"
"722",16,"Dee Eskridge",FA,"WR240","-","-","-"
"723",16,"LaJohntay Wester",BAL,"WR241","13","4 out of 5 stars","-"
"724",16,"Tylan Wallace",CLE,"WR242","11","3 out of 5 stars","-"
"725",16,"Allen Lazard",FA,"WR243","-","-","-"
"726",16,"Arian Smith",NYJ,"WR244","13","4 out of 5 stars","-"
"727",16,"Curtis Samuel",FA,"WR245","-","-","-"
"728",16,"Jamari Thrash",CLE,"WR246","11","3 out of 5 stars","-"
"729",16,"Jason Brownlee",KC,"WR247","5","2 out of 5 stars","-"
"730",16,"KhaDarel Hodge",FA,"WR248","-","-","-"
"731",16,"Shedrick Jackson",LV,"WR249","13","2 out of 5 stars","-"
"732",16,"Ainias Smith",CAR,"WR250","5","2 out of 5 stars","-"
"733",16,"Anthony Schwartz",FA,"WR251","-","-","-"
"734",16,"Austin Trammell",JAC,"WR252","7","4 out of 5 stars","-"
"735",16,"Brandon Powell",FA,"WR253","-","-","-"
