"RK",TIERS,"PLAYER NAME",TEAM,"POS","BYE WEEK","SOS SEASON","ECR VS. ADP"
"353",14,"Kendrick Bourne",ARI,"WR126","14","2 out of 5 stars","-12"
"354",14,"J'Mari Taylor",JAC,"RB102","7","4 out of 5 stars","-"
"355",14,"Justin Fields",KC,"QB40","5","2 out of 5 stars","-86"
"356",14,"Eli Heidenreich",PIT,"RB103","9","2 out of 5 stars","-93"
"357",14,"Brenen Thompson",LAC,"WR127","7","2 out of 5 stars","-30"
"358",14,"Bryce Lance",NO,"WR128","8","3 out of 5 stars","-29"
"359",14,"Michael Carter",TEN,"RB104","9","3 out of 5 stars","-"
"360",14,"Nick Chubb",FA,"RB105","-","-","-"
"361",14,"Dallas Cowboys",DAL,"DST23","14","1 out of 5 stars","-97"
"362",14,"Jawhar Jordan",HOU,"RB106","8","4 out of 5 stars","-"
"363",14,"Anthony Richardson Sr.",IND,"QB41","13","4 out of 5 stars","+29"
"364",14,"Kalif Raymond",CHI,"WR129","10","3 out of 5 stars","-13"
"365",14,"KaVontae Turpin",DAL,"WR130","14","2 out of 5 stars","-74"
"366",14,"John Metchie III",CAR,"WR131","5","2 out of 5 stars","-"
"367",14,"Nick Westbrook-Ikhine",IND,"WR132","13","4 out of 5 stars","-51"
"368",14,"Tyler Bass",BUF,"K19","7","2 out of 5 stars","-"
"369",14,"Noah Fant",NO,"TE48","8","2 out of 5 stars","-11"
"370",14,"Jaylin Lane",WAS,"WR133","7","2 out of 5 stars","-"
"371",14,"Raheim Sanders",CLE,"RB107","11","3 out of 5 stars","-84"
"372",14,"Treylon Burks",WAS,"WR134","7","2 out of 5 stars","-22"
"373",14,"Tutu Atwell",MIA,"WR135","6","3 out of 5 stars","+13"
"374",14,"Justin Joly",DEN,"TE49","10","4 out of 5 stars","-2"
"375",14,"Eli Raridon",NE,"TE50","11","4 out of 5 stars","+3"
"376",14,"Austin Ekeler",FA,"RB108","-","-","-23"
"377",14,"Zane Gonzalez",MIA,"K20","6","2 out of 5 stars","-"
"378",14,"Savion Williams",GB,"WR136","11","5 out of 5 stars","-79"
"379",14,"Cincinnati Bengals",CIN,"DST24","6","4 out of 5 stars","-4"
"380",14,"New York Giants",NYG,"DST25","8","1 out of 5 stars","-120"
"381",14,"Zavion Thomas",CHI,"WR137","10","3 out of 5 stars","-126"
"382",14,"Tommy Tremble",CAR,"TE51","5","2 out of 5 stars","-76"
"383",14,"Tennessee Titans",TEN,"DST26","9","2 out of 5 stars","-24"
"384",14,"Kevin Coleman Jr.",MIA,"WR138","6","3 out of 5 stars","-36"
"385",14,"Nick Folk",ATL,"K21","11","0 out of 5 stars","-"
"386",14,"Jake Elliott",PHI,"K22","10","5 out of 5 stars","-"
"387",14,"Phil Mafah",DAL,"RB109","14","4 out of 5 stars","-13"
"388",14,"Luke Musgrave",GB,"TE52","11","2 out of 5 stars","-103"
"389",14,"Washington Commanders",WAS,"DST27","7","2 out of 5 stars","-2"
"390",14,"Ben Sauls",NYG,"K23","8","2 out of 5 stars","-"
"391",14,"Kyle Juszczyk",SF,"RB110","8","2 out of 5 stars","-"
"392",14,"Trey Smack",GB,"K24","11","4 out of 5 stars","-"
"393",14,"Tampa Bay Buccaneers",TB,"DST28","10","4 out of 5 stars","-118"
"394",14,"John Bates",WAS,"TE53","7","1 out of 5 stars","-"
"395",14,"Ben Sinnott",WAS,"TE54","7","1 out of 5 stars","-22"
"396",14,"Jameis Winston",NYG,"QB42","8","4 out of 5 stars","-8"
"397",15,"Miami Dolphins",MIA,"DST29","6","3 out of 5 stars","-7"
"398",15,"Ryan Fitzgerald",CAR,"K25","5","0 out of 5 stars","-"
"399",15,"Marcus Mariota",WAS,"QB43","7","2 out of 5 stars","-6"
"400",15,"Greg Dortch",DET,"WR139","6","4 out of 5 stars","-"
"401",15,"Spencer Shrader",IND,"K26","13","4 out of 5 stars","-"
"402",15,"Devontez Walker",BAL,"WR140","13","4 out of 5 stars","-110"
"403",15,"Austin Hooper",ATL,"TE55","11","3 out of 5 stars","-90"
"404",15,"Daniel Bellinger",TEN,"TE56","9","3 out of 5 stars","-52"
"405",15,"DeAndre Hopkins",BAL,"WR141","13","4 out of 5 stars","-"
"406",15,"Darren Waller",FA,"TE57","-","-","-51"
"407",15,"Deion Burks",IND,"WR142","13","4 out of 5 stars","-129"
"408",15,"Ashton Dulin",IND,"WR143","13","4 out of 5 stars","-129"
"409",15,"Joe Flacco",CIN,"QB44","6","3 out of 5 stars","-3"
"410",15,"Jonnu Smith",FA,"TE58","-","-","-30"
"411",15,"Jordan Whittington",LAR,"WR144","11","1 out of 5 stars","-96"
"412",15,"Dyami Brown",WAS,"WR145","7","2 out of 5 stars","-66"
"413",15,"Blake Grupe",IND,"K27","13","4 out of 5 stars","-"
"414",15,"Antonio Gibson",FA,"RB111","-","-","-"
"415",15,"Terrell Jennings",NE,"RB112","11","2 out of 5 stars","-"
"416",15,"Cyrus Allen",KC,"WR146","5","2 out of 5 stars","-"
"417",15,"Chad Ryland",ARI,"K28","14","2 out of 5 stars","-"
"418",15,"Zach Ertz",FA,"TE59","-","-","-107"
"419",15,"Dameon Pierce",PHI,"RB113","10","4 out of 5 stars","-"
"420",15,"Tommy Myers",FA,"TE60","-","-","-"
"421",15,"CJ Daniels",LAR,"WR147","11","1 out of 5 stars","-"
"422",15,"Tyler Lockett",LV,"WR148","13","2 out of 5 stars","-"
"423",15,"Odell Beckham Jr.",NYG,"WR149","8","4 out of 5 stars","-115"
"424",15,"Demarcus Robinson",SF,"WR150","8","2 out of 5 stars","-135"
"425",15,"Jeremy McNichols",WAS,"RB114","7","4 out of 5 stars","-"
"426",15,"Joey Slye",TEN,"K29","9","4 out of 5 stars","-"
"427",15,"Jam Miller",NE,"RB115","11","2 out of 5 stars","-122"
"428",15,"Mitchell Evans",CAR,"TE61","5","2 out of 5 stars","-"
"429",15,"Marlin Klein",HOU,"TE62","8","4 out of 5 stars","-"
"430",15,"Rasheen Ali",BAL,"RB116","13","3 out of 5 stars","-"
"431",15,"Sterling Shepard",FA,"WR151","-","-","-"
"432",15,"Damien Martinez",GB,"RB117","11","4 out of 5 stars","-131"
"433",15,"Elijah Higgins",ARI,"TE63","14","2 out of 5 stars","-138"
"434",15,"Josh Oliver",MIN,"TE64","6","4 out of 5 stars","-"
"435",15,"Erick All Jr.",CIN,"TE65","6","3 out of 5 stars","-93"
"436",15,"Miles Sanders",FA,"RB118","-","-","-"
"437",15,"Joe Milton III",DAL,"QB45","14","2 out of 5 stars","-109"
"438",15,"Kevin Austin Jr.",NO,"WR152","8","3 out of 5 stars","-"
"439",15,"Roschon Johnson",CHI,"RB119","10","2 out of 5 stars","-"
"440",15,"Elijah Moore",PHI,"WR153","10","4 out of 5 stars","-"
"441",15,"Nate Boerkircher",JAC,"TE66","7","3 out of 5 stars","-"
"442",15,"Jahdae Walker",CHI,"WR154","10","3 out of 5 stars","-159"
"443",15,"Mitch Tinsley",CIN,"WR155","6","4 out of 5 stars","-"
"444",15,"Sam Roush",CHI,"TE67","10","2 out of 5 stars","-"
"445",15,"Khalil Herbert",FA,"RB120","-","-","-"
"446",15,"Alexander Mattison",FA,"RB121","-","-","-"
"447",15,"Brandon McManus",FA,"K30","-","-","-"
"448",15,"Cade Klubnik",NYJ,"QB46","13","4 out of 5 stars","-"
"449",15,"Ty Chandler",NO,"RB122","8","3 out of 5 stars","-"
"450",15,"Daniel Carlson",LV,"K31","13","1 out of 5 stars","-"
"451",15,"Sione Vaki",DET,"RB123","6","5 out of 5 stars","-"
"452",15,"Jaret Patterson",LAC,"RB124","7","3 out of 5 stars","-"
"453",15,"Raheem Mostert",LV,"RB125","13","2 out of 5 stars","-"
"454",15,"Las Vegas Raiders",LV,"DST30","13","4 out of 5 stars","-75"
"455",15,"Diontae Johnson",FA,"WR156","-","-","-"
"456",15,"Jordan Waters",LAR,"RB126","11","5 out of 5 stars","-"
"457",15,"Colbie Young",CIN,"WR157","6","4 out of 5 stars","-74"
"458",15,"Tai Felton",MIN,"WR158","6","5 out of 5 stars","-"
"459",15,"Robert Henry Jr.",WAS,"RB127","7","4 out of 5 stars","-"
"460",15,"Dylan Laube",LV,"RB128","13","2 out of 5 stars","-"
"461",15,"Adam Trautman",DEN,"TE68","10","4 out of 5 stars","-"
"462",15,"Riley Leonard",IND,"QB47","13","4 out of 5 stars","-"
"463",15,"Jermaine Burton",FA,"WR159","-","-","-"
"464",15,"Brock Wright",DET,"TE69","6","3 out of 5 stars","-"
"465",15,"Ameer Abdullah",JAC,"RB129","7","4 out of 5 stars","-"
"466",15,"Roman Wilson",PIT,"WR160","9","3 out of 5 stars","-"
"467",15,"Xavier Smith",LAR,"WR161","11","1 out of 5 stars","-"
"468",15,"Tanner Hudson",CIN,"TE70","6","3 out of 5 stars","-"
"469",15,"Luke Schoonmaker",DAL,"TE71","14","2 out of 5 stars","-"
"470",16,"Drew Sample",CIN,"TE72","6","3 out of 5 stars","-"
"471",16,"Myles Montgomery",NE,"RB130","11","2 out of 5 stars","-"
"472",16,"Taysom Hill",FA,"TE73","-","-","-"
"473",16,"Charlie Kolar",LAC,"TE74","7","4 out of 5 stars","-202"
"474",16,"Cam Akers",FA,"RB131","-","-","-"
"475",16,"Malik Benson",LV,"WR162","13","2 out of 5 stars","-115"
"476",16,"Ronnie Bell",NO,"WR163","8","3 out of 5 stars","-"
"477",16,"Quinn Ewers",MIA,"QB48","6","3 out of 5 stars","-121"
"478",16,"Donovan Edwards",MIA,"RB132","6","3 out of 5 stars","-"
"479",16,"Tanner Koziol",JAC,"TE75","7","3 out of 5 stars","-"
"480",16,"Roman Hemby",LV,"RB133","13","2 out of 5 stars","-"
"481",16,"Gardner Minshew II",ARI,"QB49","14","2 out of 5 stars","-178"
"482",16,"Tyler Badie",DEN,"RB134","10","2 out of 5 stars","-"
"483",16,"Jackson Hawes",BUF,"TE76","7","3 out of 5 stars","-"
"484",16,"Michael Trigg",DAL,"TE77","14","2 out of 5 stars","-"
"485",16,"Reggie Virgil",ARI,"WR164","14","2 out of 5 stars","-"
"486",16,"Trey Lance",LAC,"QB50","7","2 out of 5 stars","-156"
"487",16,"Thomas Fidone II",NYG,"TE78","8","3 out of 5 stars","-"
"488",16,"Jason Sanders",NYJ,"K32","13","2 out of 5 stars","-"
"489",16,"New York Jets",NYJ,"DST31","13","4 out of 5 stars","-89"
